ufn,semsp_id,seine_id,species,fork_length_field,weight_field,weight,fork_length
U370,2015-05-18-D05-SO-4,DE110N1,SO,NA,NA,12.1,97
U391,2015-05-14-D04-SO-30,DE102N1,SO,NA,NA,21.8,123
U392,2015-05-14-D04-SO-23,DE102N1,SO,NA,NA,22.8,121
U393,2015-05-14-D04-SO-29,DE102N1,SO,NA,NA,16.8,115
U382,2015-05-18-D05-SO-5,DE110N1,SO,NA,NA,10.4,102
U383,2015-05-18-D05-SO-3,DE110N1,SO,NA,NA,NA,97
U384,2015-05-14-D04-SO-26,DE102N1,SO,NA,NA,14.6,103
U385,2015-05-14-D04-SO-22,DE102N1,SO,NA,NA,16.2,99
U386,2015-05-14-D04-SO-21,DE102N1,SO,NA,NA,25.3,126
U394,2015-05-23-D08-SO-17,DE116N1,SO,NA,NA,17.4,117
U395,2015-05-14-D04-SO-24,DE102N1,SO,NA,NA,16.8,115
U396,2015-05-23-D08-SO-20,DE116N1,SO,NA,NA,10.2,95
U397,2015-05-23-D08-SO-11,DE116N1,SO,NA,NA,8.4,97
U398,2015-05-23-D08-SO-12,DE116N1,SO,NA,NA,7.6,88
U399,2015-05-21-D03-SO-1,DE114N1,SO,NA,NA,10.3,96
U400,2015-05-26-D10-SO-19,DE128N4,SO,NA,NA,11.7,100
U387,2015-05-14-D04-SO-28,DE102N1,SO,NA,NA,14.5,107
U388,2015-05-14-D04-SO-25,DE102N1,SO,NA,NA,18.7,104
U389,2015-05-14-D04-SO-27,DE102N1,SO,NA,NA,15.2,103
U390,2015-05-23-D08-SO-16,DE116N1,SO,NA,NA,8.2,91
U411,2015-05-21-D03-SO-2,DE114N1,SO,NA,NA,10.5,98
U412,2015-05-26-D10-SO-17,DE128N4,SO,NA,NA,10.2,95
U375,2015-05-23-D08-SO-13,DE116N1,SO,NA,NA,8.2,93
U376,2015-05-23-D08-SO-19,DE116N1,SO,NA,NA,NA,109
U377,2015-05-23-D08-SO-18,DE116N1,SO,NA,NA,8.5,86
U378,2015-05-23-D08-SO-15,DE116N1,SO,NA,NA,12.9,101
U379,2015-05-23-D08-SO-14,DE116N1,SO,NA,NA,10.3,102
U380,2015-05-23-D08-SO-1,DE116N1,SO,NA,NA,11.3,97
U401,2015-05-21-D03-SO-3,DE114N1,SO,NA,NA,9.3,94
U421,2015-05-26-D10-SO-18,DE128N4,SO,NA,NA,11.2,100
U422,2015-05-26-D10-SO-16,DE128N4,SO,NA,NA,14.2,110
U423,2015-05-26-D10-SO-12,DE128N4,SO,NA,NA,14,107
U424,2015-05-26-D10-SO-20,DE128N4,SO,NA,NA,11.8,102
U425,2015-05-13-D02-SO-10,DE101N1,SO,NA,NA,13.4,101
U426,2015-05-13-D02-SO-5,DE101N1,SO,NA,NA,11.8,93
U413,2015-05-26-D10-SO-15,DE128N4,SO,NA,NA,15,110
U414,2015-05-26-D10-SO-11,DE128N4,SO,NA,NA,8.7,92
U415,2015-05-26-D10-SO-13,DE128N4,SO,NA,NA,14.2,107
U416,2015-05-26-D10-SO-14,DE128N4,SO,NA,NA,13.8,98
U417,2015-05-13-D02-SO-9,DE101N1,SO,NA,NA,13,101
U418,2015-05-13-D02-SO-1,DE101N1,SO,NA,NA,12.9,98
U419,2015-05-13-D02-SO-2,DE101N1,SO,NA,NA,12.5,97
U420,2015-05-13-D02-SO-4,DE101N1,SO,NA,NA,13.2,96
U431,2015-05-13-D02-SO-7,DE101N1,SO,NA,NA,10.9,92
U432,2015-05-30-D06-SO-21,DE140N1,SO,NA,NA,18,120
U322,2015-05-13-D02-SO-3,DE101N1,SO,NA,NA,9.8,95
U323,2015-05-13-D02-SO-8,DE101N1,SO,NA,NA,11.4,103
U324,2015-05-13-D02-SO-6,DE101N1,SO,NA,NA,12.8,105
U325,2015-05-30-D06-SO-22,DE140N1,SO,NA,NA,17.9,118
U427,2015-05-30-D06-SO-29,DE140N1,SO,NA,NA,25.5,129
U428,2015-05-30-D06-SO-27,DE140N1,SO,NA,NA,16.8,113
U429,2015-05-30-D06-SO-26,DE140N1,SO,NA,NA,14.4,106
U430,2015-05-30-D06-SO-23,DE140N1,SO,NA,NA,16,113
U441,2015-05-28-D09-SO-20,DE139N1,SO,NA,NA,10.6,100
U442,2015-05-28-D09-SO-18,DE139N1,SO,NA,NA,9.3,96
U433,2015-05-30-D06-SO-24,DE140N1,SO,NA,NA,14.4,108
U434,2015-05-30-D06-SO-25,DE140N1,SO,NA,NA,18.8,116
U435,2015-05-30-D06-SO-30,DE140N1,SO,NA,NA,14.5,106
U436,2015-05-28-D09-SO-16,DE139N1,SO,NA,NA,13.1,109
U437,2015-05-28-D09-SO-19,DE139N1,SO,NA,NA,9.7,94
U326,2015-05-30-D06-SO-28,DE140N1,SO,NA,NA,22.5,132
U443,2015-05-28-D09-SO-17,DE139N1,SO,NA,NA,9,95
U444,2015-05-28-D09-SO-11,DE139N1,SO,NA,NA,8.9,96
U445,2015-05-28-D09-SO-15,DE139N1,SO,NA,NA,8.9,95
U446,2015-06-01-D10-SO-29,DE149N1,SO,NA,NA,17.8,100
U447,2015-06-01-D10-SO-28,DE149N1,SO,NA,NA,9.6,96
U448,2015-06-01-D10-SO-26,DE149N1,SO,NA,NA,14.4,110
U449,2015-06-01-D10-SO-25,DE149N1,SO,NA,NA,10.6,94
U438,2015-05-28-D09-SO-12,DE139N1,SO,NA,NA,7.2,87
U439,2015-05-28-D09-SO-13,DE139N1,SO,NA,NA,9.9,95
U440,2015-06-01-D10-SO-30,DE149N1,SO,NA,NA,15.2,108
U451,2015-06-01-D10-SO-27,DE149N1,SO,NA,NA,16,110
U452,2015-06-01-D10-SO-21,DE149N1,SO,NA,NA,14.1,108
U453,2015-06-01-D10-SO-22,DE149N1,SO,NA,NA,11,98
U327,2015-05-28-D09-SO-14,DE139N1,SO,NA,NA,10.5,110
U402,2015-06-01-D10-SO-24,DE149N1,SO,NA,NA,15.3,106
U403,2015-05-28-D10-SO-18,DE137N1,SO,NA,NA,9.8,97
U404,2015-05-28-D10-SO-12,DE137N1,SO,NA,NA,9.7,100
U405,2015-05-28-D10-SO-15,DE137N1,SO,NA,NA,14.4,109
U406,2015-05-28-D10-SO-11,DE137N1,SO,NA,NA,20.9,126
U407,2015-05-28-D10-SO-17,DE137N1,SO,NA,NA,10.5,95
U450,2015-06-01-D10-SO-23,DE149N1,SO,NA,NA,13.6,104
U461,2015-05-28-D10-SO-19,DE137N1,SO,NA,NA,11.9,103
U462,2015-05-28-D10-SO-13,DE137N1,SO,NA,NA,11.1,100
U463,2015-05-28-D10-SO-14,DE137N1,SO,NA,NA,9.2,96
U464,2015-05-28-D10-SO-16,DE137N1,SO,NA,NA,16.9,119
U465,2015-05-28-D10-SO-20,DE137N1,SO,NA,NA,14,108
U466,2015-05-24-D11-SO-12,DE120N2,SO,NA,NA,12.6,97
U467,2015-05-24-D11-SO-14,DE120N2,SO,NA,NA,11.1,99
U468,2015-05-24-D11-SO-11,DE120N2,SO,NA,NA,15,115
U469,2015-05-24-D11-SO-17,DE120N2,SO,NA,NA,12.1,101
U470,2015-05-24-D11-SO-20,DE120N2,SO,NA,NA,11.5,103
U481,2015-06-17-D08-SO-11,DE194N1,SO,NA,NA,15.6,115
U408,2015-05-24-D11-SO-13,DE120N2,SO,NA,NA,14.7,108
U409,2015-05-24-D11-SO-16,DE120N2,SO,NA,NA,9.2,100
U410,2015-05-24-D11-SO-19,DE120N2,SO,NA,NA,11.6,103
U491,2015-05-24-D11-SO-18,DE120N2,SO,NA,NA,15.9,115
U492,2015-05-24-D11-SO-5,DE120N2,SO,NA,NA,11.1,102
U328,2015-05-24-D11-SO-15,DE120N2,SO,NA,NA,9.3,104
U482,2015-05-25-D08-SO-30,DE124N1,SO,NA,NA,10.3,101
U483,2015-05-25-D08-SO-21,DE124N1,SO,NA,NA,8.2,98
U484,2015-05-25-D08-SO-22,DE124N1,SO,NA,NA,15.1,111
U485,2015-05-25-D08-SO-25,DE124N1,SO,NA,NA,11.6,107
U486,2015-05-25-D08-SO-26,DE124N1,SO,NA,NA,8.3,91
U487,2015-06-01-D11-SO-18,DE150N3,SO,NA,NA,17.1,121
U488,2015-06-01-D11-SO-11,DE150N3,SO,NA,NA,8,109
U489,2015-06-01-D11-SO-13,DE150N3,SO,NA,NA,7.6,91
U493,2015-05-25-D08-SO-29,DE124N1,SO,NA,NA,8.3,98
U494,2015-05-25-D08-SO-23,DE124N1,SO,NA,NA,12.3,109
U495,2015-05-25-D08-SO-27,DE124N1,SO,NA,NA,7.7,90
U496,2015-05-25-D08-SO-24,DE124N1,SO,NA,NA,11.6,100
U497,2015-05-25-D08-SO-28,DE124N1,SO,NA,NA,14.2,107
U498,2015-06-01-D11-SO-12,DE150N3,SO,NA,NA,14.3,104
U499,2015-06-01-D11-SO-20,DE150N3,SO,NA,NA,9.2,94
U490,2015-06-01-D11-SO-15,DE150N3,SO,NA,NA,8.9,93
U511,2015-06-01-D11-SO-16,DE150N3,SO,NA,NA,10.1,99
U512,2015-06-01-D11-SO-17,DE150N3,SO,NA,NA,10.6,98
U513,2015-05-23-D10-SO-29,DE117N1,SO,NA,NA,8.7,91
U514,2015-05-23-D10-SO-26,DE117N1,SO,NA,NA,8.7,91
U515,2015-05-23-D10-SO-24,DE117N1,SO,NA,NA,10.8,105
U516,2015-05-18-D03-SO-19,DE109N1,SO,NA,NA,10.5,96
U454,2015-05-23-D10-SO-25,DE117N1,SO,NA,NA,13.6,105
U455,2015-05-23-D10-SO-27,DE117N1,SO,NA,NA,8.3,87
U456,2015-05-23-D10-SO-23,DE117N1,SO,NA,NA,10.2,100
U457,2015-05-18-D03-SO-18,DE109N1,SO,NA,NA,12.8,106
U458,2015-05-18-D03-SO-16,DE109N1,SO,NA,NA,10.8,102
U500,2015-06-01-D11-SO-14,DE150N3,SO,NA,NA,15.1,110
U501,2015-06-01-D11-SO-19,DE150N3,SO,NA,NA,8.8,96
U502,2015-06-01-D11-SO-8,DE150N3,SO,NA,NA,15.2,115
U503,2015-05-23-D10-SO-28,DE117N1,SO,NA,NA,8.3,87
U504,2015-05-23-D10-SO-30,DE117N1,SO,NA,NA,10.1,97
U505,2015-05-23-D10-SO-21,DE117N1,SO,NA,NA,10.4,94
U506,2015-05-23-D10-SO-22,DE117N1,SO,NA,NA,9.4,91
U517,2015-05-18-D03-SO-17,DE109N1,SO,NA,NA,7.3,84
U518,2015-05-18-D03-SO-13,DE109N1,SO,NA,NA,12,107
U519,2015-05-18-D03-SO-12,DE109N1,SO,NA,NA,11,102
U520,2015-05-17-D02-SO-3,DE108N1,SO,NA,NA,5.9,82
U521,2015-05-17-D02-SO-7,DE108N1,SO,NA,NA,8.2,86
U522,2015-05-17-D02-SO-1,DE108N1,SO,NA,NA,7.9,88
U523,2015-06-01-D09-SO-22,DE151N1,SO,NA,NA,13.3,108
U524,2015-06-01-D09-SO-28,DE151N1,SO,NA,NA,14.8,118
U459,2015-05-18-D03-SO-15,DE109N1,SO,NA,NA,7.4,88
U460,2015-05-17-D02-SO-4,DE108N1,SO,NA,NA,8.1,96
U531,2015-05-17-D02-SO-5,DE108N1,SO,NA,NA,8.7,91
U532,2015-06-01-D09-SO-21,DE151N1,SO,NA,NA,14.7,115
U533,2015-06-01-D09-SO-29,DE151N1,SO,NA,NA,17,111
U534,2015-06-01-D09-SO-24,DE151N1,SO,NA,NA,7.4,89
U507,2015-05-18-D03-SO-11,DE109N1,SO,NA,NA,9.1,96
U508,2015-05-18-D03-SO-14,DE109N1,SO,NA,NA,10.3,100
U509,2015-05-18-D03-SO-20,DE109N1,SO,NA,NA,14.1,109
U510,2015-05-17-D02-SO-2,DE108N1,SO,NA,NA,11.1,95
U541,2015-05-17-D02-SO-6,DE108N1,SO,NA,NA,5.8,79
U542,2015-05-17-D02-SO-8,DE108N1,SO,NA,NA,9.1,93
U543,2015-06-01-D09-SO-23,DE151N1,SO,NA,NA,13.6,106
U544,2015-06-01-D09-SO-26,DE151N1,SO,NA,NA,12.9,102
U525,2015-06-01-D09-SO-30,DE151N1,SO,NA,NA,6.7,85
U526,2015-05-31-D08-SO-2,DE143N1,SO,NA,NA,10,86
U527,2015-07-07-J09-SO-1,JE225N1,SO,NA,NA,9.7,92
U528,2015-07-07-J09-SO-2,JE225N1,SO,NA,NA,9.6,95
U529,2015-07-07-J09-SO-12,JE225N1,SO,NA,NA,10.6,95
U530,2015-07-07-J09-SO-6,JE225N1,SO,NA,NA,7.4,86
U551,2015-07-14-D11-SO-4,DE241N1,SO,NA,NA,30.2,138
U552,2015-07-14-D11-SO-2,DE241N1,SO,NA,NA,15.4,108
U535,2015-06-01-D09-SO-27,DE151N1,SO,NA,NA,6.7,85
U536,2015-07-07-J09-SO-9,JE225N1,SO,NA,NA,11.3,100
U537,2015-07-07-J09-SO-10,JE225N1,SO,NA,NA,15.2,110
U538,2015-07-07-J09-SO-16,JE225N1,SO,NA,NA,11.1,95
U539,2015-07-14-D11-SO-1,DE241N1,SO,NA,NA,7.8,88
U540,2015-07-06-D11-SO-17,DE237N1,SO,NA,NA,21.1,123
U545,2015-06-01-D09-SO-25,DE151N1,SO,NA,NA,10,95
U546,2015-05-31-D08-SO-1,DE143N1,SO,NA,NA,12.1,111
U547,2015-07-07-J09-SO-8,JE225N1,SO,NA,NA,20,120
U548,2015-07-07-J09-SO-3,JE225N1,SO,NA,NA,11.8,101
U549,2015-07-07-J09-SO-5,JE225N1,SO,NA,NA,13.4,105
U550,2015-07-14-D11-SO-5,DE241N1,SO,NA,NA,4.8,76
U561,2015-07-06-D11-SO-21,DE237N1,SO,NA,NA,25.9,131
U553,2015-07-14-D11-SO-3,DE241N1,SO,NA,NA,3.3,66
U554,2015-07-06-D11-SO-15,DE237N1,SO,NA,NA,18.4,118
U555,2015-07-06-D11-SO-22,DE237N1,SO,NA,NA,17.5,112
U556,2015-07-06-D11-SO-12,DE237N1,SO,NA,NA,35.8,142
U557,2015-06-23-J09-SO-18,JE202N1,SO,NA,NA,32.8,145
U558,2015-06-23-J09-SO-25,JE202N1,SO,NA,NA,18.3,124
U581,2015-07-06-D11-SO-16,DE237N1,SO,NA,NA,NA,125
U582,2015-07-06-D11-SO-19,DE237N1,SO,NA,NA,15.2,110
U583,2015-07-06-D11-SO-11,DE237N1,SO,NA,NA,19.1,118
U584,2015-06-23-J09-SO-20,JE202N1,SO,NA,NA,20.9,123
U562,2015-07-06-D11-SO-20,DE237N1,SO,NA,NA,19.6,120
U563,2015-07-06-D11-SO-14,DE237N1,SO,NA,NA,20.6,123
U564,2015-07-06-D11-SO-13,DE237N1,SO,NA,NA,20,116
U565,2015-06-23-J09-SO-22,JE202N1,SO,NA,NA,20.9,125
U566,2015-06-23-J09-SO-27,JE202N1,SO,NA,NA,20,125
U567,2015-06-23-J09-SO-16,JE202N1,SO,NA,NA,NA,115
U559,2015-06-23-J09-SO-21,JE202N1,SO,NA,NA,19.5,120
U560,2015-06-29-D11-SO-29,DE225N1,SO,NA,NA,24.8,133
U571,2015-06-29-D11-SO-21,DE225N1,SO,NA,NA,17.9,115
U572,2015-06-29-D11-SO-30,DE225N1,SO,NA,NA,25.8,128
U573,2015-06-29-D11-SO-23,DE225N1,SO,NA,NA,23.7,127
U574,2015-06-29-D11-SO-22,DE225N1,SO,NA,NA,23.1,128
U586,2015-06-23-J09-SO-28,JE202N1,SO,NA,NA,17.4,116
U587,2015-06-29-D11-SO-24,DE225N1,SO,NA,NA,25.4,131
U588,2015-06-29-D11-SO-25,DE225N1,SO,NA,NA,18.2,119
U589,2015-06-29-D11-SO-26,DE225N1,SO,NA,NA,20.1,125
U568,2015-06-23-J09-SO-19,JE202N1,SO,NA,NA,22.9,133
U569,2015-06-23-J09-SO-24,JE202N1,SO,NA,NA,23.5,120
U575,2015-06-29-D11-SO-28,DE225N1,SO,NA,NA,20.1,120
U576,2015-06-23-J02-SO-14,JE201N3,SO,NA,NA,26.5,131
U577,2015-06-23-J02-SO-7,JE201N3,SO,NA,NA,20.3,125
U578,2015-06-23-J02-SO-8,JE201N3,SO,NA,NA,20.9,116
U579,2015-06-29-J07-SO-20,JE213N1,SO,NA,NA,15.1,108
U580,2015-06-29-J07-SO-18,JE213N1,SO,NA,NA,19.8,119
U611,2015-06-29-J07-SO-17,JE213N1,SO,NA,NA,21,123
U590,2015-06-23-J02-SO-9,JE201N3,SO,NA,NA,20.9,121
U591,2015-06-23-J02-SO-13,JE201N3,SO,NA,NA,20.4,119
U592,2015-06-23-J02-SO-12,JE201N3,SO,NA,NA,14.5,109
U593,2015-06-23-J02-SO-1,JE201N3,SO,NA,NA,16.6,119
U594,2015-06-29-J07-SO-3,JE213N1,SO,NA,NA,24.1,128
U595,2015-06-29-J07-SO-21,JE213N1,SO,NA,NA,21.3,124
U570,2015-06-29-D11-SO-27,DE225N1,SO,NA,NA,14.5,115
U631,2015-06-29-J07-SO-23,JE213N1,SO,NA,NA,NA,128
U632,2015-06-29-J07-SO-26,JE213N1,SO,NA,NA,18.1,116
U633,2015-06-29-J07-SO-19,JE213N1,SO,NA,NA,16.3,114
U329,2015-06-23-J02-SO-15,JE201N3,SO,NA,NA,15.9,116
U330,2015-06-23-J02-SO-6,JE201N3,SO,NA,NA,16.9,115
U621,2015-06-23-J02-SO-3,JE201N3,SO,NA,NA,22.5,130
U612,2015-06-29-J07-SO-29,JE213N1,SO,NA,NA,21.6,126
U613,2015-06-29-D09-SO-4,DE226N2,SO,NA,NA,14,103
U614,2015-07-01-J09-SO-12,JE218N1,SO,NA,NA,10.2,95
U615,2015-07-01-J09-SO-13,JE218N1,SO,NA,NA,10.5,85
U596,2015-06-29-J07-SO-25,JE213N1,SO,NA,NA,18.9,125
U597,2015-06-29-D09-SO-1,DE226N2,SO,NA,NA,25.8,126
U598,2015-06-29-D09-SO-5,DE226N2,SO,NA,NA,23.5,129
U599,2015-07-01-J09-SO-2,JE218N1,SO,NA,NA,12.1,100
U634,2015-06-29-J07-SO-22,JE213N1,SO,NA,NA,22.4,133
U635,2015-06-29-D09-SO-3,DE226N2,SO,NA,NA,NA,119
U636,2015-06-29-D09-SO-2,DE226N2,SO,NA,NA,20.9,128
U637,2015-06-29-D09-SO-8,DE226N2,SO,NA,NA,12.5,119
U638,2015-06-29-D09-SO-7,DE226N2,SO,NA,NA,15.8,116
U639,2015-06-29-D09-SO-6,DE226N2,SO,NA,NA,NA,109
U640,2015-07-01-J09-SO-8,JE218N1,SO,NA,NA,7.5,86
U616,2015-07-01-J09-SO-10,JE218N1,SO,NA,NA,11.2,106
U617,2015-07-01-J09-SO-9,JE218N1,SO,NA,NA,11.5,100
U618,2015-07-01-J09-SO-1,JE218N1,SO,NA,NA,18.7,119
U619,2015-06-24-J05-SO-24,JE205N1,SO,NA,NA,25.4,136
U620,2015-06-24-J05-SO-17,JE205N1,SO,NA,NA,17.6,119
U600,2015-07-01-J09-SO-5,JE218N1,SO,NA,NA,10.2,95
U651,2015-07-01-J09-SO-4,JE218N1,SO,NA,NA,18.2,114
U652,2015-06-24-J05-SO-9,JE205N1,SO,NA,NA,NA,134
U653,2015-06-24-J05-SO-26,JE205N1,SO,NA,NA,18.6,125
U641,2015-07-01-J09-SO-14,JE218N1,SO,NA,NA,9.1,100
U642,2015-07-01-J09-SO-7,JE218N1,SO,NA,NA,12.3,108
U643,2015-06-24-J05-SO-25,JE205N1,SO,NA,NA,19,119
U644,2015-06-24-J05-SO-20,JE205N1,SO,NA,NA,20.2,126
U645,2015-06-24-J05-SO-27,JE205N1,SO,NA,NA,17.8,108
U622,2015-07-01-J09-SO-11,JE218N1,SO,NA,NA,7.8,92
U623,2015-06-24-J05-SO-16,JE205N1,SO,NA,NA,17.6,126
U661,2015-06-24-J05-SO-29,JE205N1,SO,NA,NA,16,114
U662,2015-07-07-D09-SO-1,DE239N2,SO,NA,NA,21.9,126
U663,2015-07-07-D09-SO-5,DE239N2,SO,NA,NA,NA,133
U654,2015-06-19-J02-SO-11,JE191N1,SO,NA,NA,15.8,118
U655,2015-06-19-J02-SO-8,JE191N1,SO,NA,NA,21.5,131
U656,2015-06-19-J02-SO-7,JE191N1,SO,NA,NA,NA,132
U657,2015-06-19-J02-SO-2,JE191N1,SO,NA,NA,21.8,125
U658,2015-07-07-D09-SO-4,DE239N2,SO,NA,NA,30.9,121
U659,2015-06-24-J07-SO-4,JE204N2,SO,NA,NA,19.5,114
U646,2015-06-24-J05-SO-23,JE205N1,SO,NA,NA,18.8,135
U647,2015-06-19-J02-SO-15,JE191N1,SO,NA,NA,23.8,139
U648,2015-06-19-J02-SO-12,JE191N1,SO,NA,NA,18.8,128
U649,2015-06-19-J02-SO-14,JE191N1,SO,NA,NA,17.2,106
U650,2015-07-07-D09-SO-2,DE239N2,SO,NA,NA,19.4,127
U671,2015-07-07-D09-SO-3,DE239N2,SO,NA,NA,23.9,128
U624,2015-06-19-J02-SO-4,JE191N1,SO,NA,NA,23.7,135
U625,2015-06-19-J02-SO-9,JE191N1,SO,NA,NA,19.9,131
U626,2015-06-19-J02-SO-10,JE191N1,SO,NA,NA,19.5,126
U664,2015-06-24-J07-SO-3,JE204N2,SO,NA,NA,20.3,124
U665,2015-06-24-J07-SO-15,JE204N2,SO,NA,NA,20.1,121
U666,2015-06-24-J07-SO-9,JE204N2,SO,NA,NA,19.4,120
U667,2015-07-06-D09-SO-1,DE236N1,SO,NA,NA,21.8,122
U668,2015-06-21-J05-SO-5,JE197N1,SO,NA,NA,22,125
U660,2015-06-24-J07-SO-6,JE204N2,SO,NA,NA,24.6,133
U681,2015-06-24-J07-SO-5,JE204N2,SO,NA,NA,28.1,130
U682,2015-06-24-J07-SO-7,JE204N2,SO,NA,NA,25.6,131
U683,2015-07-06-D09-SO-3,DE236N1,SO,NA,NA,22.3,121
U684,2015-07-06-D09-SO-4,DE236N1,SO,NA,NA,25.5,128
U685,2015-06-21-J05-SO-10,JE197N1,SO,NA,NA,24,133
U672,2015-06-24-J07-SO-14,JE204N2,SO,NA,NA,15.5,108
U673,2015-06-24-J07-SO-8,JE204N2,SO,NA,NA,14.8,110
U674,2015-06-24-J07-SO-12,JE204N2,SO,NA,NA,18.7,116
U675,2015-07-06-D09-SO-2,DE236N1,SO,NA,NA,17.3,111
U676,2015-06-21-J05-SO-7,JE197N1,SO,NA,NA,19.8,118
U677,2015-06-21-J05-SO-3,JE197N1,SO,NA,NA,22.5,135
U669,2015-06-21-J05-SO-1,JE197N1,SO,NA,NA,16,113
U670,2015-06-21-J05-SO-13,JE197N1,SO,NA,NA,15.9,118
U701,2015-06-23-J01-SO-9,JE200N1,SO,NA,NA,25.3,132
U702,2015-06-23-J01-SO-14,JE200N1,SO,NA,NA,22.3,121
U703,2015-06-23-J01-SO-8,JE200N1,SO,NA,NA,22.2,125
U704,2015-06-24-J08-SO-6,JE206N2,SO,NA,NA,15.2,107
U705,2015-06-24-J08-SO-5,JE206N2,SO,NA,NA,13.4,108
U686,2015-06-21-J05-SO-14,JE197N1,SO,NA,NA,22.8,125
U687,2015-06-21-J05-SO-11,JE197N1,SO,NA,NA,20.9,125
U688,2015-06-23-J01-SO-10,JE200N1,SO,NA,NA,22.3,121
U689,2015-06-23-J01-SO-12,JE200N1,SO,NA,NA,21.6,123
U690,2015-06-23-J01-SO-3,JE200N1,SO,NA,NA,21,121
U711,2015-06-24-J08-SO-4,JE206N2,SO,NA,NA,17.3,114
U678,2015-06-21-J05-SO-2,JE197N1,SO,NA,NA,24.5,128
U679,2015-06-23-J01-SO-13,JE200N1,SO,NA,NA,22.4,123
U680,2015-06-23-J01-SO-6,JE200N1,SO,NA,NA,18.5,118
U721,2015-06-24-J08-SO-11,JE206N2,SO,NA,NA,23.2,123
U627,2015-06-21-J05-SO-9,JE197N1,SO,NA,NA,19.2,117
U628,2015-06-23-J01-SO-7,JE200N1,SO,NA,NA,22,128
U629,2015-06-23-J01-SO-11,JE200N1,SO,NA,NA,21,124
U706,2015-06-24-J06-SO-2,JE203N1,SO,NA,NA,21.7,133
U707,2015-06-24-J06-SO-7,JE203N1,SO,NA,NA,19.3,128
U708,2015-06-24-J06-SO-6,JE203N1,SO,NA,NA,16,114
U709,2015-06-19-J10-SO-14,JE190N1,SO,NA,NA,21.7,119
U710,2015-06-19-J10-SO-24,JE190N1,SO,NA,NA,13.5,105
U731,2015-06-19-J10-SO-6,JE190N1,SO,NA,NA,15.6,105
U732,2015-06-19-J10-SO-1,JE190N1,SO,NA,NA,18.8,115
U712,2015-06-24-J06-SO-5,JE203N1,SO,NA,NA,18.9,123
U713,2015-06-19-J10-SO-13,JE190N1,SO,NA,NA,14.3,105
U714,2015-06-19-J10-SO-11,JE190N1,SO,NA,NA,16.9,117
U715,2015-06-27-J10-SO-7,JE207N2,SO,NA,NA,12.6,102
U722,2015-06-24-J06-SO-4,JE203N1,SO,NA,NA,21,132
U723,2015-06-24-J06-SO-1,JE203N1,SO,NA,NA,18.1,125
U724,2015-06-24-J06-SO-3,JE203N1,SO,NA,NA,12.3,109
U725,2015-06-19-J10-SO-7,JE190N1,SO,NA,NA,14.1,107
U726,2015-06-19-J10-SO-4,JE190N1,SO,NA,NA,13.4,108
U727,2015-06-19-J10-SO-17,JE190N1,SO,NA,NA,18.7,115
U728,2015-06-19-J10-SO-9,JE190N1,SO,NA,NA,18.4,114
U630,2015-06-24-J06-SO-8,JE203N1,SO,NA,NA,17.9,124
U751,2015-06-19-J10-SO-23,JE190N1,SO,NA,NA,19.3,124
U733,2015-06-27-J10-SO-4,JE207N2,SO,NA,NA,20.2,124
U734,2015-06-14-J06-SO-26,JE172N4,SO,NA,NA,14.9,107
U735,2015-06-14-J07-SO-23,JE173N1,SO,NA,NA,20.3,124
U736,2015-06-14-J07-SO-21,JE173N1,SO,NA,NA,22.5,109
U716,2015-06-27-J10-SO-5,JE207N2,SO,NA,NA,14.6,118
U717,2015-06-27-J10-SO-2,JE207N2,SO,NA,NA,9.6,103
U718,2015-06-27-J10-SO-9,JE207N2,SO,NA,NA,11.1,105
U719,2015-06-14-J06-SO-22,JE172N4,SO,NA,NA,15.1,100
U720,2015-06-14-J06-SO-25,JE172N4,SO,NA,NA,12.7,105
U761,2015-06-14-J06-SO-30,JE172N4,SO,NA,NA,NA,95
U762,2015-06-14-J07-SO-28,JE173N1,SO,NA,NA,11.6,103
U729,2015-06-27-J10-SO-10,JE207N2,SO,NA,NA,11.7,109
U730,2015-06-27-J10-SO-3,JE207N2,SO,NA,NA,10.4,103
U781,2015-06-14-J06-SO-28,JE172N4,SO,NA,NA,14.2,115
U782,2015-06-14-J06-SO-27,JE172N4,SO,NA,NA,14,111
U783,2015-06-14-J06-SO-24,JE172N4,SO,NA,NA,10.8,98
U784,2015-06-14-J06-SO-29,JE172N4,SO,NA,NA,14,99
U785,2015-06-14-J07-SO-20,JE173N1,SO,NA,NA,18.3,113
U752,2015-06-27-J10-SO-8,JE207N2,SO,NA,NA,7.3,89
U753,2015-06-27-J10-SO-6,JE207N2,SO,NA,NA,16.8,124
U754,2015-06-14-J06-SO-23,JE172N4,SO,NA,NA,16.6,128
U737,2015-06-14-J07-SO-16,JE173N1,SO,NA,NA,18.5,114
U738,2015-06-14-J07-SO-25,JE173N1,SO,NA,NA,18.3,116
U739,2015-06-24-J08-SO-18,JE206N2,SO,NA,NA,15.8,114
U740,2015-06-24-J08-SO-12,JE206N2,SO,NA,NA,15.1,110
U771,2015-06-11-D09-SO-22,DE174N1,SO,NA,NA,10.2,96
U772,2015-06-11-D09-SO-29,DE174N1,SO,NA,NA,11.8,89
U773,2015-06-11-D09-SO-24,DE174N1,SO,NA,NA,19,116
U763,2015-06-14-J07-SO-24,JE173N1,SO,NA,NA,16.5,117
U764,2015-06-14-J07-SO-27,JE173N1,SO,NA,NA,15.9,112
